id,ville,quartier,prix,surface,chambres,salles_bain,etage,ascenseur,parking,terrasse,type,lat,lng
2993,Casablanca,Gauthier,1116000,55,1,1,2,Yes,Yes,Yes,Studio,33.574427,-7.609615
2994,Casablanca,Gauthier,1635000,75,2,2,3,Yes,Yes,Yes,Appartement,33.57137,-7.601898
2995,Casablanca,Ain Sebaâ,1805000,72,2,2,3,Yes,Yes,Yes,Appartement,33.553509,-7.55859
2996,Casablanca,CIL,637000,89,2,2,5,Yes,Yes,Yes,Appartement,33.589863,-7.614753
2997,Marrakech,Palmeraie,929000,36,1,1,5,Yes,Yes,No,Studio,31.629192,-7.979108
2998,Casablanca,CIL,959000,35,1,1,2,Yes,No,No,Studio,33.585912,-7.613214
2999,Casablanca,Gauthier,1375000,54,1,1,1,Yes,No,No,Studio,33.575631,-7.606392
3000,Marrakech,Palmeraie,1139000,39,1,1,3,Yes,Yes,No,Studio,31.630252,-7.980999
3001,Tanger,Centre-ville,893000,60,2,1,5,Yes,No,No,Appartement,35.760588,-5.839124
3002,Casablanca,Hay Hassani,1413000,59,1,1,1,Yes,No,Yes,Studio,33.55255,-7.59967
3003,Casablanca,Anfa,1046000,106,2,1,5,Yes,No,Yes,Appartement,33.605197,-7.612141
3004,Casablanca,Maarif,2658000,148,3,2,3,Yes,Yes,Yes,Appartement,33.589906,-7.606662
3005,Casablanca,Anfa,2283000,122,2,1,3,Yes,No,No,Appartement,33.594525,-7.620424
3006,Meknès,Hamria,1412000,147,3,2,2,Yes,No,No,Appartement,33.897983,-5.54684
3007,Casablanca,Bourgogne,3806000,314,4,3,3,Yes,Yes,Yes,Appartement,33.583092,-7.605432
3008,Casablanca,Sidi Maarouf,1680000,115,3,2,4,Yes,No,No,Appartement,33.541999,-7.606484
3009,Casablanca,Maarif,1112000,103,2,1,3,Yes,No,No,Appartement,33.584176,-7.606456
3010,Casablanca,Maarif,1343000,43,1,1,4,Yes,No,Yes,Studio,33.585819,-7.612412
3011,Casablanca,CIL,926000,33,1,1,3,Yes,No,No,Studio,33.594322,-7.613818
3012,Casablanca,Palmier,946000,30,1,1,3,Yes,No,No,Studio,33.587741,-7.598269
3013,Dar Bouazza,Bouskoura,1660000,121,2,2,1,Yes,Yes,Yes,Appartement,33.472245,-7.768509
3014,Casablanca,Palmier,1207000,50,1,1,2,Yes,Yes,Yes,Studio,33.588303,-7.605659
3015,Casablanca,CIL,1522000,73,2,2,3,Yes,Yes,Yes,Appartement,33.593376,-7.613086
3016,Casablanca,CIL,1775000,84,2,2,3,Yes,Yes,Yes,Appartement,33.592098,-7.616745
3017,Casablanca,CIL,634000,87,2,2,5,Yes,Yes,Yes,Appartement,33.599045,-7.615123
3018,Marrakech,Guéliz,942000,40,1,1,5,Yes,Yes,No,Studio,31.629038,-7.983928
3019,Casablanca,Palmier,916000,31,1,1,2,Yes,No,No,Studio,33.588562,-7.594428
3020,Casablanca,Palmier,1267000,52,1,1,1,Yes,No,No,Studio,33.585908,-7.604605
3021,Marrakech,Palmeraie,994000,40,1,1,3,Yes,Yes,No,Studio,31.629113,-7.981193
3022,Tanger,Centre-ville,874000,59,2,1,5,Yes,No,No,Appartement,35.759003,-5.835216
3023,Casablanca,Bourgogne,1576000,60,1,1,1,Yes,No,Yes,Studio,33.581982,-7.602594
3024,Casablanca,Anfa,927000,99,2,1,5,Yes,No,Yes,Appartement,33.601354,-7.618788
3025,Casablanca,Bourgogne,2665000,148,3,2,3,Yes,Yes,Yes,Appartement,33.580574,-7.595718
3026,Casablanca,Anfa,2171000,132,2,1,3,Yes,No,No,Appartement,33.599111,-7.623575
3027,Meknès,Al Qods,1377000,177,3,2,2,Yes,No,No,Appartement,33.890615,-5.555932
3028,Casablanca,Sidi Maarouf,4097000,321,4,3,3,Yes,Yes,Yes,Appartement,33.54135,-7.610812
3029,Casablanca,Ain Sebaâ,1703000,133,3,2,4,Yes,No,No,Appartement,33.552145,-7.557747
3030,Casablanca,Palmier,1126000,107,2,1,3,Yes,No,No,Appartement,33.57637,-7.601731
3031,Casablanca,Gauthier,1241000,48,1,1,4,Yes,No,Yes,Studio,33.582609,-7.608276
3032,Casablanca,CIL,878000,36,1,1,3,Yes,No,No,Studio,33.588712,-7.619031
3033,Casablanca,Anfa,934000,31,1,1,3,Yes,No,No,Studio,33.598371,-7.615248
3034,Dar Bouazza,Bouskoura,1912000,117,2,2,1,Yes,Yes,Yes,Appartement,33.47456,-7.761498
3035,Casablanca,CIL,1239000,56,1,1,2,Yes,Yes,Yes,Studio,33.591751,-7.619346
3036,Casablanca,Sidi Maarouf,1513000,65,2,2,3,Yes,Yes,Yes,Appartement,33.548816,-7.606081
3037,Casablanca,Maarif,1843000,74,2,2,3,Yes,Yes,Yes,Appartement,33.584203,-7.611423
3038,Casablanca,Sidi Maarouf,663000,78,2,2,5,Yes,Yes,Yes,Appartement,33.544626,-7.61236
3039,Marrakech,Guéliz,888000,34,1,1,5,Yes,Yes,No,Studio,31.624758,-7.987385
3040,Casablanca,CIL,907000,36,1,1,2,Yes,No,No,Studio,33.590564,-7.616287
3041,Casablanca,Anfa,1390000,46,1,1,1,Yes,No,No,Studio,33.595337,-7.619706
3042,Marrakech,Targa,1045000,46,1,1,3,Yes,Yes,No,Studio,31.627347,-7.985046
3043,Tanger,Malabata,881000,63,2,1,5,Yes,No,No,Appartement,35.756029,-5.830942
3044,Casablanca,Bourgogne,1386000,61,1,1,1,Yes,No,Yes,Studio,33.577151,-7.595617
3045,Casablanca,Ain Sebaâ,1004000,98,2,1,5,Yes,No,Yes,Appartement,33.55345,-7.564592
3046,Casablanca,Anfa,2490000,138,3,2,3,Yes,Yes,Yes,Appartement,33.594372,-7.610937
3047,Casablanca,Maarif,2447000,140,2,1,3,Yes,No,No,Appartement,33.583595,-7.613441
3048,Meknès,Ismailia,1502000,172,3,2,2,Yes,No,No,Appartement,33.89459,-5.548844
3049,Casablanca,Maarif,4121000,321,4,3,3,Yes,Yes,Yes,Appartement,33.591202,-7.601297
3050,Casablanca,Ain Sebaâ,1659000,117,3,2,4,Yes,No,No,Appartement,33.549796,-7.556909
3051,Casablanca,Hay Hassani,1155000,104,2,1,3,Yes,No,No,Appartement,33.546141,-7.601651
3052,Casablanca,Gauthier,1305000,46,1,1,4,Yes,No,Yes,Studio,33.576878,-7.603915
3053,Casablanca,Palmier,879000,37,1,1,3,Yes,No,No,Studio,33.577707,-7.59497
3054,Casablanca,Palmier,939000,33,1,1,3,Yes,No,No,Studio,33.588107,-7.599375
3055,Dar Bouazza,Val Fleuri,1872000,134,2,2,1,Yes,Yes,Yes,Appartement,33.481363,-7.75904
3056,Casablanca,Bourgogne,1228000,54,1,1,2,Yes,Yes,Yes,Studio,33.582611,-7.600595
3057,Casablanca,Ain Sebaâ,1544000,63,2,2,3,Yes,Yes,Yes,Appartement,33.557522,-7.559337
3058,Casablanca,Gauthier,1765000,77,2,2,3,Yes,Yes,Yes,Appartement,33.577622,-7.600276
3059,Casablanca,Ain Sebaâ,684000,76,2,2,5,Yes,Yes,Yes,Appartement,33.549444,-7.560518
3060,Marrakech,M'Hamid,841000,34,1,1,5,Yes,Yes,No,Studio,31.633223,-7.977677
3061,Casablanca,Anfa,893000,30,1,1,2,Yes,No,No,Studio,33.596415,-7.617612
3062,Casablanca,Maarif,1386000,51,1,1,1,Yes,No,No,Studio,33.581713,-7.605238
3063,Marrakech,M'Hamid,998000,44,1,1,3,Yes,Yes,No,Studio,31.627332,-7.977367
3064,Tanger,California,866000,60,2,1,5,Yes,No,No,Appartement,35.758632,-5.833073
3065,Casablanca,Bourgogne,1474000,58,1,1,1,Yes,No,Yes,Studio,33.574312,-7.595625
3066,Casablanca,Palmier,1058000,105,2,1,5,Yes,No,Yes,Appartement,33.583995,-7.595367
3067,Casablanca,Anfa,2547000,159,3,2,3,Yes,Yes,Yes,Appartement,33.59953,-7.616921
3068,Casablanca,Bourgogne,2348000,139,2,1,3,Yes,No,No,Appartement,33.577324,-7.604823
3069,Meknès,Al Qods,1460000,155,3,2,2,Yes,No,No,Appartement,33.89449,-5.546489
3070,Casablanca,Anfa,3690000,334,4,3,3,Yes,Yes,Yes,Appartement,33.598113,-7.617859
3071,Casablanca,Hay Hassani,1482000,117,3,2,4,Yes,No,No,Appartement,33.554464,-7.594176
3072,Casablanca,Hay Hassani,1122000,113,2,1,3,Yes,No,No,Appartement,33.545469,-7.601145
3073,Casablanca,Palmier,1241000,43,1,1,4,Yes,No,Yes,Studio,33.579954,-7.598444
3074,Casablanca,Gauthier,927000,37,1,1,3,Yes,No,No,Studio,33.58269,-7.608972
3075,Casablanca,Maarif,890000,34,1,1,3,Yes,No,No,Studio,33.581801,-7.605545
3076,Dar Bouazza,Bouskoura,1917000,141,2,2,1,Yes,Yes,Yes,Appartement,33.479202,-7.754376
3077,Casablanca,Ain Sebaâ,1081000,56,1,1,2,Yes,Yes,Yes,Studio,33.551424,-7.564166
3078,Casablanca,Gauthier,1528000,67,2,2,3,Yes,Yes,Yes,Appartement,33.579385,-7.602427
3079,Casablanca,Ain Sebaâ,1666000,74,2,2,3,Yes,Yes,Yes,Appartement,33.549018,-7.564543
3080,Casablanca,Bourgogne,722000,90,2,2,5,Yes,Yes,Yes,Appartement,33.581025,-7.601493
3081,Marrakech,Guéliz,856000,37,1,1,5,Yes,Yes,No,Studio,31.632965,-7.973083
3082,Casablanca,Anfa,951000,37,1,1,2,Yes,No,No,Studio,33.59338,-7.624352
3083,Casablanca,Sidi Maarouf,1341000,50,1,1,1,Yes,No,No,Studio,33.546767,-7.61468
3084,Marrakech,Palmeraie,1095000,44,1,1,3,Yes,Yes,No,Studio,31.632407,-7.975794
3085,Tanger,Malabata,996000,65,2,1,5,Yes,No,No,Appartement,35.761298,-5.830888
3086,Casablanca,Maarif,1555000,61,1,1,1,Yes,No,Yes,Studio,33.575263,-7.604957
3087,Casablanca,Maarif,1021000,88,2,1,5,Yes,No,Yes,Appartement,33.582972,-7.611453
3088,Casablanca,Sidi Maarouf,2720000,145,3,2,3,Yes,Yes,Yes,Appartement,33.553836,-7.608387
3089,Casablanca,Maarif,2154000,139,2,1,3,Yes,No,No,Appartement,33.586897,-7.609461
3090,Meknès,Ville Nouvelle,1555000,178,3,2,2,Yes,No,No,Appartement,33.893536,-5.547858
3091,Casablanca,Gauthier,3926000,341,4,3,3,Yes,Yes,Yes,Appartement,33.575386,-7.601169
3092,Casablanca,CIL,1472000,129,3,2,4,Yes,No,No,Appartement,33.599229,-7.614749
3093,Casablanca,Ain Sebaâ,1122000,102,2,1,3,Yes,No,No,Appartement,33.551902,-7.559591
3094,Casablanca,Ain Sebaâ,1321000,42,1,1,4,Yes,No,Yes,Studio,33.559103,-7.559141
3095,Casablanca,Maarif,905000,31,1,1,3,Yes,No,No,Studio,33.584372,-7.605014
3096,Casablanca,Palmier,883000,33,1,1,3,Yes,No,No,Studio,33.576393,-7.597933
3097,Dar Bouazza,Val Fleuri,1840000,138,2,2,1,Yes,Yes,Yes,Appartement,33.47809,-7.763513
3098,Casablanca,CIL,1134000,58,1,1,2,Yes,Yes,Yes,Studio,33.592302,-7.618212
3099,Casablanca,Sidi Maarouf,1628000,65,2,2,3,Yes,Yes,Yes,Appartement,33.539388,-7.609582
3100,Casablanca,Gauthier,1744000,76,2,2,3,Yes,Yes,Yes,Appartement,33.572439,-7.606472
3101,Casablanca,Sidi Maarouf,677000,86,2,2,5,Yes,Yes,Yes,Appartement,33.543002,-7.605369
3102,Marrakech,Targa,839000,36,1,1,5,Yes,Yes,No,Studio,31.631089,-7.98409
3103,Casablanca,Gauthier,911000,33,1,1,2,Yes,No,No,Studio,33.575674,-7.600622
3104,Casablanca,Bourgogne,1244000,52,1,1,1,Yes,No,No,Studio,33.576978,-7.608664
3105,Marrakech,Guéliz,1089000,40,1,1,3,Yes,Yes,No,Studio,31.632056,-7.984929
3106,Tanger,Iberia,958000,67,2,1,5,Yes,No,No,Appartement,35.758895,-5.829196
3107,Casablanca,Anfa,1383000,53,1,1,1,Yes,No,Yes,Studio,33.596655,-7.621542
3108,Casablanca,Palmier,1009000,94,2,1,5,Yes,No,Yes,Appartement,33.580715,-7.596293
3109,Casablanca,Maarif,2718000,157,3,2,3,Yes,Yes,Yes,Appartement,33.588858,-7.60794
3110,Casablanca,Ain Sebaâ,2467000,139,2,1,3,Yes,No,No,Appartement,33.558253,-7.558787
3111,Meknès,Ismailia,1462000,161,3,2,2,Yes,No,No,Appartement,33.892082,-5.551302
3112,Casablanca,Palmier,3730000,300,4,3,3,Yes,Yes,Yes,Appartement,33.583569,-7.596135
3113,Casablanca,Maarif,1555000,113,3,2,4,Yes,No,No,Appartement,33.588522,-7.609663
3114,Casablanca,CIL,1146000,103,2,1,3,Yes,No,No,Appartement,33.593592,-7.612792
3115,Casablanca,Anfa,1279000,44,1,1,4,Yes,No,Yes,Studio,33.594593,-7.623391
3116,Casablanca,Hay Hassani,878000,38,1,1,3,Yes,No,No,Studio,33.558177,-7.605985
3117,Casablanca,Bourgogne,864000,34,1,1,3,Yes,No,No,Studio,33.582866,-7.603542
3118,Dar Bouazza,Bouskoura,1690000,133,2,2,1,Yes,Yes,Yes,Appartement,33.480932,-7.763679
3119,Casablanca,Gauthier,1083000,57,1,1,2,Yes,Yes,Yes,Studio,33.575495,-7.600144
3120,Casablanca,Anfa,1578000,73,2,2,3,Yes,Yes,Yes,Appartement,33.601128,-7.620884
3121,Casablanca,Palmier,1783000,76,2,2,3,Yes,Yes,Yes,Appartement,33.585021,-7.592898
3122,Casablanca,Hay Hassani,725000,89,2,2,5,Yes,Yes,Yes,Appartement,33.54584,-7.607038
3123,Marrakech,Guéliz,862000,40,1,1,5,Yes,Yes,No,Studio,31.634602,-7.976127
3124,Casablanca,Gauthier,965000,34,1,1,2,Yes,No,No,Studio,33.571619,-7.607685
3125,Casablanca,Sidi Maarouf,1387000,50,1,1,1,Yes,No,No,Studio,33.541994,-7.608215
3126,Marrakech,M'Hamid,1073000,48,1,1,3,Yes,Yes,No,Studio,31.638645,-7.980621
3127,Tanger,Iberia,954000,71,2,1,5,Yes,No,No,Appartement,35.763141,-5.829174
3128,Casablanca,Sidi Maarouf,1548000,53,1,1,1,Yes,No,Yes,Studio,33.539826,-7.61028
3129,Casablanca,Hay Hassani,1036000,91,2,1,5,Yes,No,Yes,Appartement,33.545874,-7.600651
3130,Casablanca,Gauthier,2503000,146,3,2,3,Yes,Yes,Yes,Appartement,33.576643,-7.604679
3131,Casablanca,Hay Hassani,2298000,140,2,1,3,Yes,No,No,Appartement,33.54688,-7.595573
3132,Meknès,Ismailia,1507000,174,3,2,2,Yes,No,No,Appartement,33.895024,-5.539983
3133,Casablanca,Palmier,3931000,290,4,3,3,Yes,Yes,Yes,Appartement,33.586407,-7.594558
3134,Casablanca,Sidi Maarouf,1540000,127,3,2,4,Yes,No,No,Appartement,33.546826,-7.609681
3135,Casablanca,Ain Sebaâ,1205000,97,2,1,3,Yes,No,No,Appartement,33.553745,-7.560905
3136,Casablanca,Maarif,1307000,42,1,1,4,Yes,No,Yes,Studio,33.590428,-7.601545
3137,Casablanca,CIL,937000,33,1,1,3,Yes,No,No,Studio,33.592138,-7.619408
3138,Casablanca,Maarif,874000,32,1,1,3,Yes,No,No,Studio,33.590058,-7.609122
3139,Dar Bouazza,Dar Bouazza Centre,1830000,118,2,2,1,Yes,Yes,Yes,Appartement,33.483856,-7.763514
3140,Casablanca,Palmier,1074000,48,1,1,2,Yes,Yes,Yes,Studio,33.58716,-7.592723
3141,Casablanca,Gauthier,1578000,64,2,2,3,Yes,Yes,Yes,Appartement,33.569952,-7.601093
3142,Casablanca,Maarif,1924000,72,2,2,3,Yes,Yes,Yes,Appartement,33.584841,-7.606811
3143,Casablanca,Gauthier,639000,84,2,2,5,Yes,Yes,Yes,Appartement,33.580861,-7.606037
3144,Marrakech,Guéliz,827000,37,1,1,5,Yes,Yes,No,Studio,31.627784,-7.98466
3145,Casablanca,CIL,932000,31,1,1,2,Yes,No,No,Studio,33.58412,-7.609669
3146,Casablanca,Bourgogne,1372000,51,1,1,1,Yes,No,No,Studio,33.588138,-7.6074
3147,Marrakech,Guéliz,1122000,41,1,1,3,Yes,Yes,No,Studio,31.627477,-7.982513
3148,Tanger,Centre-ville,937000,64,2,1,5,Yes,No,No,Appartement,35.751984,-5.830793
3149,Casablanca,Palmier,1525000,61,1,1,1,Yes,No,Yes,Studio,33.583834,-7.599863
3150,Casablanca,Sidi Maarouf,1015000,93,2,1,5,Yes,No,Yes,Appartement,33.543436,-7.612816
3151,Casablanca,CIL,2695000,155,3,2,3,Yes,Yes,Yes,Appartement,33.588792,-7.613461
3152,Casablanca,Hay Hassani,2431000,126,2,1,3,Yes,No,No,Appartement,33.546962,-7.596638
3153,Meknès,Hamria,1508000,148,3,2,2,Yes,No,No,Appartement,33.89749,-5.549267
3154,Casablanca,Ain Sebaâ,3589000,320,4,3,3,Yes,Yes,Yes,Appartement,33.55594,-7.553417
3155,Casablanca,Bourgogne,1663000,117,3,2,4,Yes,No,No,Appartement,33.582004,-7.603354
3156,Casablanca,Anfa,1052000,102,2,1,3,Yes,No,No,Appartement,33.592029,-7.620823
3157,Casablanca,Maarif,1434000,44,1,1,4,Yes,No,Yes,Studio,33.57902,-7.607946
3158,Casablanca,Sidi Maarouf,966000,33,1,1,3,Yes,No,No,Studio,33.54076,-7.606882
3159,Casablanca,Palmier,841000,32,1,1,3,Yes,No,No,Studio,33.573118,-7.595671
3160,Dar Bouazza,Bouskoura,1659000,125,2,2,1,Yes,Yes,Yes,Appartement,33.46923,-7.759573
3161,Casablanca,Gauthier,1252000,53,1,1,2,Yes,Yes,Yes,Studio,33.584831,-7.603672
3162,Casablanca,Hay Hassani,1720000,67,2,2,3,Yes,Yes,Yes,Appartement,33.549971,-7.598639
3163,Casablanca,Anfa,1831000,80,2,2,3,Yes,Yes,Yes,Appartement,33.603961,-7.623684
3164,Casablanca,Anfa,634000,86,2,2,5,Yes,Yes,Yes,Appartement,33.594716,-7.621669
3165,Marrakech,Palmeraie,820000,35,1,1,5,Yes,Yes,No,Studio,31.623277,-7.98701
3166,Casablanca,Ain Sebaâ,887000,32,1,1,2,Yes,No,No,Studio,33.554055,-7.560722
3167,Casablanca,CIL,1312000,46,1,1,1,Yes,No,No,Studio,33.592268,-7.616516
3168,Marrakech,Guéliz,1022000,47,1,1,3,Yes,Yes,No,Studio,31.627354,-7.985009
3169,Tanger,Malabata,901000,67,2,1,5,Yes,No,No,Appartement,35.759894,-5.838817
3170,Casablanca,CIL,1533000,61,1,1,1,Yes,No,Yes,Studio,33.591994,-7.616225
3171,Casablanca,Ain Sebaâ,921000,94,2,1,5,Yes,No,Yes,Appartement,33.55162,-7.548189
3172,Casablanca,Sidi Maarouf,2781000,160,3,2,3,Yes,Yes,Yes,Appartement,33.547303,-7.606452
3173,Casablanca,Bourgogne,2155000,123,2,1,3,Yes,No,No,Appartement,33.583356,-7.606446
3174,Meknès,Marjane,1496000,177,3,2,2,Yes,No,No,Appartement,33.890585,-5.554744
3175,Casablanca,Gauthier,3940000,289,4,3,3,Yes,Yes,Yes,Appartement,33.581932,-7.601135
3176,Casablanca,CIL,1529000,121,3,2,4,Yes,No,No,Appartement,33.584759,-7.615232
3177,Casablanca,Gauthier,1153000,114,2,1,3,Yes,No,No,Appartement,33.576656,-7.609399
3178,Casablanca,Gauthier,1350000,47,1,1,4,Yes,No,Yes,Studio,33.568424,-7.608776
3179,Casablanca,Hay Hassani,902000,31,1,1,3,Yes,No,No,Studio,33.55366,-7.59338
3180,Casablanca,Bourgogne,921000,31,1,1,3,Yes,No,No,Studio,33.579618,-7.603584
3181,Dar Bouazza,Dar Bouazza Centre,1900000,122,2,2,1,Yes,Yes,Yes,Appartement,33.473385,-7.766298
3182,Casablanca,Anfa,1106000,49,1,1,2,Yes,Yes,Yes,Studio,33.604772,-7.622611
3183,Casablanca,Sidi Maarouf,1679000,74,2,2,3,Yes,Yes,Yes,Appartement,33.541191,-7.611677
3184,Casablanca,Ain Sebaâ,1755000,81,2,2,3,Yes,Yes,Yes,Appartement,33.555203,-7.558856
3185,Casablanca,Anfa,706000,90,2,2,5,Yes,Yes,Yes,Appartement,33.60163,-7.623119
3186,Marrakech,Hivernage,888000,34,1,1,5,Yes,Yes,No,Studio,31.629533,-7.979229
3187,Casablanca,Anfa,907000,37,1,1,2,Yes,No,No,Studio,33.602792,-7.619067
3188,Casablanca,Ain Sebaâ,1409000,51,1,1,1,Yes,No,No,Studio,33.54604,-7.554013
3189,Marrakech,Targa,1109000,46,1,1,3,Yes,Yes,No,Studio,31.628081,-7.976725
3190,Tanger,California,892000,71,2,1,5,Yes,No,No,Appartement,35.760679,-5.83132
3191,Casablanca,Gauthier,1505000,54,1,1,1,Yes,No,Yes,Studio,33.57989,-7.607339
3192,Casablanca,CIL,1042000,97,2,1,5,Yes,No,Yes,Appartement,33.587834,-7.617599
3193,Casablanca,Anfa,2773000,151,3,2,3,Yes,Yes,Yes,Appartement,33.596981,-7.621519
3194,Casablanca,Palmier,2467000,137,2,1,3,Yes,No,No,Appartement,33.583608,-7.597135
3195,Meknès,Marjane,1373000,161,3,2,2,Yes,No,No,Appartement,33.897658,-5.542163
3196,Casablanca,Sidi Maarouf,4007000,317,4,3,3,Yes,Yes,Yes,Appartement,33.54338,-7.60502
3197,Casablanca,Hay Hassani,1693000,111,3,2,4,Yes,No,No,Appartement,33.547268,-7.602342
3198,Casablanca,Bourgogne,1193000,116,2,1,3,Yes,No,No,Appartement,33.577818,-7.601395
3199,Casablanca,Hay Hassani,1242000,45,1,1,4,Yes,No,Yes,Studio,33.552414,-7.596665
3200,Casablanca,Bourgogne,912000,32,1,1,3,Yes,No,No,Studio,33.578943,-7.599424
3201,Casablanca,Anfa,876000,33,1,1,3,Yes,No,No,Studio,33.592694,-7.615083
3202,Dar Bouazza,Dar Bouazza Centre,1678000,120,2,2,1,Yes,Yes,Yes,Appartement,33.470657,-7.760054
3203,Casablanca,Ain Sebaâ,1193000,49,1,1,2,Yes,Yes,Yes,Studio,33.55505,-7.55718
3204,Casablanca,Bourgogne,1595000,71,2,2,3,Yes,Yes,Yes,Appartement,33.583994,-7.599078
3205,Casablanca,Maarif,1721000,81,2,2,3,Yes,Yes,Yes,Appartement,33.584179,-7.608311
3206,Casablanca,Sidi Maarouf,659000,86,2,2,5,Yes,Yes,Yes,Appartement,33.539672,-7.614544
3207,Marrakech,M'Hamid,892000,34,1,1,5,Yes,Yes,No,Studio,31.621286,-7.978113
3208,Casablanca,Ain Sebaâ,931000,35,1,1,2,Yes,No,No,Studio,33.55176,-7.558066
3209,Casablanca,Anfa,1379000,53,1,1,1,Yes,No,No,Studio,33.601375,-7.622783
3210,Marrakech,Hivernage,1056000,47,1,1,3,Yes,Yes,No,Studio,31.631845,-7.980966
3211,Tanger,Iberia,912000,64,2,1,5,Yes,No,No,Appartement,35.751553,-5.834032
3212,Casablanca,CIL,1474000,55,1,1,1,Yes,No,Yes,Studio,33.593206,-7.606429
3213,Casablanca,Palmier,1061000,98,2,1,5,Yes,No,Yes,Appartement,33.578361,-7.598552
3214,Casablanca,Maarif,2782000,152,3,2,3,Yes,Yes,Yes,Appartement,33.586147,-7.605761
3215,Casablanca,Bourgogne,2362000,134,2,1,3,Yes,No,No,Appartement,33.578231,-7.606075
3216,Meknès,Marjane,1553000,173,3,2,2,Yes,No,No,Appartement,33.885842,-5.545307
3217,Casablanca,Ain Sebaâ,3678000,291,4,3,3,Yes,Yes,Yes,Appartement,33.557569,-7.554395
3218,Casablanca,Maarif,1633000,114,3,2,4,Yes,No,No,Appartement,33.580166,-7.615409
3219,Casablanca,CIL,1219000,117,2,1,3,Yes,No,No,Appartement,33.598057,-7.611621
3220,Casablanca,Hay Hassani,1245000,42,1,1,4,Yes,No,Yes,Studio,33.537901,-7.598755
3221,Casablanca,Palmier,988000,35,1,1,3,Yes,No,No,Studio,33.581115,-7.599357
3222,Casablanca,Palmier,927000,34,1,1,3,Yes,No,No,Studio,33.581874,-7.602396
3223,Dar Bouazza,Dar Bouazza Centre,1827000,127,2,2,1,Yes,Yes,Yes,Appartement,33.476122,-7.764305
3224,Casablanca,Anfa,1117000,55,1,1,2,Yes,Yes,Yes,Studio,33.596381,-7.624848
3225,Casablanca,Hay Hassani,1482000,77,2,2,3,Yes,Yes,Yes,Appartement,33.543466,-7.602375
3226,Casablanca,Anfa,1703000,82,2,2,3,Yes,Yes,Yes,Appartement,33.59882,-7.621112
3227,Casablanca,Ain Sebaâ,634000,76,2,2,5,Yes,Yes,Yes,Appartement,33.559488,-7.558601
3228,Marrakech,Guéliz,905000,39,1,1,5,Yes,Yes,No,Studio,31.630179,-7.975221
3229,Casablanca,Maarif,1016000,34,1,1,2,Yes,No,No,Studio,33.579067,-7.607779
3230,Casablanca,Maarif,1364000,46,1,1,1,Yes,No,No,Studio,33.583804,-7.605202
3231,Marrakech,Hivernage,1064000,45,1,1,3,Yes,Yes,No,Studio,31.630716,-7.989947
3232,Tanger,Centre-ville,872000,63,2,1,5,Yes,No,No,Appartement,35.760034,-5.835811
3233,Casablanca,Sidi Maarouf,1473000,59,1,1,1,Yes,No,Yes,Studio,33.547827,-7.614197
3234,Casablanca,CIL,976000,98,2,1,5,Yes,No,Yes,Appartement,33.583064,-7.607632
3235,Casablanca,Gauthier,2771000,138,3,2,3,Yes,Yes,Yes,Appartement,33.579363,-7.60547
3236,Casablanca,Anfa,2422000,132,2,1,3,Yes,No,No,Appartement,33.598097,-7.618695
3237,Meknès,Al Qods,1444000,156,3,2,2,Yes,No,No,Appartement,33.893498,-5.551618
3238,Casablanca,Bourgogne,3605000,311,4,3,3,Yes,Yes,Yes,Appartement,33.577122,-7.597788
3239,Casablanca,Anfa,1559000,110,3,2,4,Yes,No,No,Appartement,33.600532,-7.619345
3240,Casablanca,Maarif,1196000,109,2,1,3,Yes,No,No,Appartement,33.588508,-7.605064
3241,Casablanca,Anfa,1294000,48,1,1,4,Yes,No,Yes,Studio,33.601916,-7.615569
3242,Casablanca,Sidi Maarouf,881000,34,1,1,3,Yes,No,No,Studio,33.540624,-7.610717
3243,Casablanca,Hay Hassani,844000,30,1,1,3,Yes,No,No,Studio,33.542081,-7.599463
3244,Dar Bouazza,Dar Bouazza Centre,1802000,130,2,2,1,Yes,Yes,Yes,Appartement,33.47881,-7.755192
3245,Casablanca,Anfa,1210000,58,1,1,2,Yes,Yes,Yes,Studio,33.59361,-7.617825
3246,Casablanca,Gauthier,1556000,74,2,2,3,Yes,Yes,Yes,Appartement,33.578522,-7.606443
3247,Casablanca,Anfa,1678000,74,2,2,3,Yes,Yes,Yes,Appartement,33.608125,-7.618261
3248,Casablanca,Maarif,646000,90,2,2,5,Yes,Yes,Yes,Appartement,33.585956,-7.607209
3249,Marrakech,Targa,905000,37,1,1,5,Yes,Yes,No,Studio,31.62976,-7.980783
3250,Casablanca,Maarif,877000,32,1,1,2,Yes,No,No,Studio,33.585891,-7.612924
3251,Casablanca,Ain Sebaâ,1393000,49,1,1,1,Yes,No,No,Studio,33.555506,-7.562546
3252,Marrakech,Palmeraie,980000,45,1,1,3,Yes,Yes,No,Studio,31.625351,-7.990267
3253,Tanger,California,934000,64,2,1,5,Yes,No,No,Appartement,35.758833,-5.838857
3254,Casablanca,CIL,1386000,54,1,1,1,Yes,No,Yes,Studio,33.592102,-7.612263
3255,Casablanca,Hay Hassani,935000,100,2,1,5,Yes,No,Yes,Appartement,33.550308,-7.603966
3256,Casablanca,Maarif,2595000,156,3,2,3,Yes,Yes,Yes,Appartement,33.579779,-7.60107
3257,Casablanca,CIL,2268000,117,2,1,3,Yes,No,No,Appartement,33.595453,-7.620528
